0,1,2,3,4,5,6,7,8,9,10
berries,pork,whole milk,frozen vegetables,domestic eggs,,,,,,
tropical fruit,grapes,,,,,,,,,
cereals,sugar,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
hygiene articles,yogurt,,,,,,,,,
beef,bottled beer,herbs,,,,,,,,
oil,coffee,,,,,,,,,
whole milk,newspapers,,,,,,,,,
pork,soda,,,,,,,,,
UHT-milk,yogurt,,,,,,,,,
soda,brown bread,,,,,,,,,
brown bread,white wine,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
beef,dog food,yogurt,,,,,,,,
yogurt,root vegetables,oil,,,,,,,,
root vegetables,roll products ,root vegetables,whole milk,,,,,,,
chocolate,dessert,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
curd,whole milk,red/blush wine,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
berries,other vegetables,,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
canned beer,ice cream,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
pip fruit,white wine,shopping bags,,,,,,,,
chewing gum,instant coffee,,,,,,,,,
pork,sweet spreads,,,,,,,,,
curd,sugar,,,,,,,,,
rolls/buns,oil,,,,,,,,,
coffee,onions,,,,,,,,,
sugar,skin care,,,,,,,,,
spread cheese,brown bread,,,,,,,,,
butter,domestic eggs,,,,,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
pork,beverages,misc. beverages,chewing gum,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,
domestic eggs,candy,,,,,,,,,
yogurt,cookware,,,,,,,,,
other vegetables,dessert,,,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
hamburger meat,chicken,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
citrus fruit,soda,whipped/sour cream,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
other vegetables,coffee,,,,,,,,,
pork,berries,,,,,,,,,
specialty chocolate,misc. beverages,,,,,,,,,
frozen meals,dessert,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
coffee,root vegetables,whipped/sour cream,,,,,,,,
other vegetables,whole milk,candy,,,,,,,,
pork,tropical fruit,dessert,meat spreads,whole milk,,,,,,
specialty bar,pastry,,,,,,,,,
fish,specialty chocolate,,,,,,,,,
beef,waffles,salty snack,,,,,,,,
butter,frozen meals,,,,,,,,,
hygiene articles,newspapers,,,,,,,,,
tropical fruit,frozen potato products,vinegar,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,yogurt,white bread,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
beef,cream cheese ,,,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
newspapers,soups,,,,,,,,,
whole milk,pastry,specialty bar,,,,,,,,
pastry,red/blush wine,,,,,,,,,
cat food,coffee,,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
rolls/buns,onions,napkins,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
soda,yogurt,,,,,,,,,
canned beer,newspapers,,,,,,,,,
white bread,processed cheese,,,,,,,,,
potato products,waffles,newspapers,,,,,,,,
sugar,berries,seasonal products,bottled beer,,,,,,,
soda,hygiene articles,,,,,,,,,
turkey,seasonal products,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
dessert,other vegetables,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
tropical fruit,oil,,,,,,,,,
beef,tropical fruit,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
frankfurter,curd,beef,whipped/sour cream,,,,,,,
yogurt,brown bread,,,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
hard cheese,bottled water,root vegetables,brown bread,,,,,,,
chicken,cat food,,,,,,,,,
rolls/buns,whipped/sour cream,waffles,rolls/buns,margarine,soda,salty snack,soda,canned beer,,
curd,shopping bags,,,,,,,,,
soda,yogurt,,,,,,,,,
fruit/vegetable juice,sausage,whole milk,pip fruit,,,,,,,
soda,whole milk,oil,,,,,,,,
long life bakery product,waffles,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
specialty bar,domestic eggs,,,,,,,,,
butter,rolls/buns,,,,,,,,,
whole milk,other vegetables,rice,,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
sliced cheese,sliced cheese,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
canned beer,brown bread,,,,,,,,,
chocolate,whole milk,,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
white bread,make up remover,,,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
butter,bottled beer,,,,,,,,,
pork,pork,rolls/buns,sparkling wine,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
oil,whipped/sour cream,,,,,,,,,
butter,popcorn,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
baking powder,soda,beverages,,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
newspapers,napkins,,,,,,,,,
curd,waffles,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
instant coffee,soda,frozen meals,artif. sweetener,,,,,,,
sausage,yogurt,,,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
whole milk,spread cheese,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
butter,rolls/buns,,,,,,,,,
pork,white wine,margarine,,,,,,,,
pip fruit,brown bread,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
soda,soda,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
soda,red/blush wine,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
beverages,butter milk,,,,,,,,,
frankfurter,curd,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
beef,ice cream,,,,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
citrus fruit,ice cream,butter,shopping bags,,,,,,,
ice cream,whole milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
canned beer,dessert,frozen meals,,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
citrus fruit,beverages,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
curd,curd,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
meat,condensed milk,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
white wine,newspapers,,,,,,,,,
soda,yogurt,,,,,,,,,
sugar,butter,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
sugar,whole milk,,,,,,,,,
margarine,UHT-milk,brown bread,,,,,,,,
berries,pip fruit,,,,,,,,,
oil,UHT-milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
tropical fruit,soda,,,,,,,,,
beverages,shopping bags,,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
meat,domestic eggs,packaged fruit/vegetables,,,,,,,,
pastry,baking powder,mustard,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
onions,abrasive cleaner,,,,,,,,,
brandy,domestic eggs,,,,,,,,,
root vegetables,candy,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
yogurt,pastry,,,,,,,,,
turkey,whole milk,,,,,,,,,
onions,margarine,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
pork,whole milk,whole milk,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
curd,root vegetables,,,,,,,,,
canned beer,canned beer,,,,,,,,,
yogurt,pot plants,,,,,,,,,
rum,yogurt,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
salty snack,tropical fruit,,,,,,,,,
cream cheese ,long life bakery product,pastry,,,,,,,,
ham,berries,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
shopping bags,dessert,processed cheese,,,,,,,,
yogurt,butter milk,,,,,,,,,
pot plants,organic products,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
beef,napkins,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
margarine,margarine,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
yogurt,beef,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,newspapers,cream,,,,,,,,
sausage,meat,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
bottled beer,soda,frozen vegetables,,,,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
liquor,vinegar,,,,,,,,,
beef,soda,,,,,,,,,
liver loaf,herbs,,,,,,,,,
yogurt,yogurt,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,curd,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
sausage,pip fruit,,,,,,,,,
whole milk,onions,,,,,,,,,
grapes,chocolate marshmallow,dishes,,,,,,,,
sausage,dessert,,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
canned beer,curd,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
root vegetables,processed cheese,,,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
sausage,other vegetables,,,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
waffles,specialty chocolate,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled water,tidbits,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
ham,brown bread,,,,,,,,,
pork,cream cheese ,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
canned beer,sausage,butter,other vegetables,salty snack,,,,,,
rolls/buns,candy,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
berries,grapes,onions,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
female sanitary products,margarine,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
liquor (appetizer),rolls/buns,yogurt,,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
pork,pastry,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
tropical fruit,salt,,,,,,,,,
sausage,salt,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
grapes,whipped/sour cream,dishes,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
beef,salt,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
canned beer,whole milk,,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
rolls/buns,bottled beer,misc. beverages,salt,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen vegetables,salty snack,,,,,,,,,
canned beer,dessert,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pastry,other vegetables,,,,,,,,,
berries,white bread,,,,,,,,,
pork,cream cheese ,,,,,,,,,
pastry,whole milk,,,,,,,,,
red/blush wine,whole milk,,,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
soda,whole milk,,,,,,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
sausage,berries,soda,yogurt,,,,,,,
pork,whole milk,,,,,,,,,
canned beer,curd,,,,,,,,,
pip fruit,dog food,soft cheese,packaged fruit/vegetables,pastry,domestic eggs,,,,,
whole milk,white bread,,,,,,,,,
pork,cat food,,,,,,,,,
butter milk,newspapers,,,,,,,,,
pot plants,pastry,,,,,,,,,
whole milk,dishes,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
canned beer,chocolate marshmallow,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
root vegetables,dessert,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
whole milk,detergent,,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
soda,pastry,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beverages,whole milk,,,,,,,,,
bottled water,brown bread,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
ham,specialty bar,,,,,,,,,
canned beer,pastry,butter,,,,,,,,
citrus fruit,ham,,,,,,,,,
whole milk,chocolate,roll products ,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
pip fruit,meat,frozen vegetables,bottled water,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
sausage,cake bar,,,,,,,,,
brown bread,brown bread,,,,,,,,,
napkins,sugar,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
instant coffee,candles,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
coffee,roll products ,,,,,,,,,
root vegetables,coffee,napkins,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
whole milk,flower soil/fertilizer,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
berries,pastry,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
whole milk,whole milk,domestic eggs,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
pork,butter milk,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
root vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
onions,shopping bags,seasonal products,,,,,,,,
photo/film,rolls/buns,,,,,,,,,
beef,root vegetables,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
pork,processed cheese,beef,white wine,soda,packaged fruit/vegetables,sliced cheese,beverages,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
ham,frozen meals,,,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
whole milk,hard cheese,soda,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
berries,rolls/buns,,,,,,,,,
mustard,salt,,,,,,,,,
soda,long life bakery product,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
whole milk,newspapers,,,,,,,,,
packaged fruit/vegetables,frozen fish,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
spread cheese,pork,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
sausage,whole milk,jam,yogurt,,,,,,,
prosecco,dessert,,,,,,,,,
chicken,yogurt,,,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
frankfurter,whole milk,rolls/buns,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
zwieback,white bread,,,,,,,,,
processed cheese,rolls/buns,oil,flour,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
oil,other vegetables,,,,,,,,,
yogurt,pastry,waffles,,,,,,,,
other vegetables,whipped/sour cream,salty snack,,,,,,,,
rolls/buns,soda,chocolate,soda,,,,,,,
canned beer,tropical fruit,fruit/vegetable juice,shopping bags,,,,,,,
whole milk,cleaner,,,,,,,,,
liqueur,whole milk,,,,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
pastry,baking powder,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
beef,other vegetables,,,,,,,,,
salty snack,white bread,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
long life bakery product,brown bread,popcorn,,,,,,,,
rolls/buns,waffles,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
specialty bar,cream cheese ,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
coffee,curd cheese,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
soda,canned beer,,,,,,,,,
frankfurter,napkins,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,rolls/buns,,,,,,,
grapes,grapes,,,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
soda,spices,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
whole milk,chocolate,,,,,,,,,
soda,newspapers,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
sausage,chicken,bottled beer,whole milk,,,,,,,
ice cream,grapes,,,,,,,,,
beef,roll products ,,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
UHT-milk,skin care,,,,,,,,,
herbs,pasta,,,,,,,,,
beverages,margarine,napkins,napkins,,,,,,,
citrus fruit,soda,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
meat,other vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
salty snack,butter,,,,,,,,,
newspapers,white bread,,,,,,,,,
sausage,yogurt,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
beef,specialty bar,rolls/buns,,,,,,,,
butter,rolls/buns,,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
sausage,frozen dessert,brown bread,other vegetables,,,,,,,
curd,whole milk,canned beer,,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
nut snack,butter,,,,,,,,,
beverages,bottled water,,,,,,,,,
rolls/buns,rolls/buns,sugar,,,,,,,,
chicken,pastry,,,,,,,,,
meat,bottled water,,,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
root vegetables,brown bread,,,,,,,,,
ham,other vegetables,,,,,,,,,
butter,bottled water,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
bottled water,bottled water,,,,,,,,,
meat,waffles,,,,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
coffee,softener,,,,,,,,,
hard cheese,bottled water,,,,,,,,,
whipped/sour cream,rolls/buns,soda,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
sausage,brandy,,,,,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
tropical fruit,other vegetables,,,,,,,,,
hygiene articles,chicken,,,,,,,,,
sausage,onions,,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
beef,pip fruit,bottled water,margarine,hygiene articles,,,,,,
photo/film,liquor (appetizer),,,,,,,,,
frankfurter,curd,,,,,,,,,
meat,whole milk,newspapers,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
pork,pastry,rolls/buns,,,,,,,,
mustard,shopping bags,shopping bags,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
margarine,bottled beer,,,,,,,,,
other vegetables,jam,cat food,fruit/vegetable juice,,,,,,,
berries,yogurt,,,,,,,,,
cream cheese ,candy,,,,,,,,,
ham,other vegetables,,,,,,,,,
coffee,other vegetables,,,,,,,,,
pork,flour,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
nut snack,whole milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
frankfurter,curd,,,,,,,,,
yogurt,other vegetables,white wine,frozen vegetables,,,,,,,
pastry,sliced cheese,,,,,,,,,
yogurt,canned beer,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
bottled beer,white bread,,,,,,,,,
grapes,processed cheese,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
finished products,domestic eggs,margarine,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
yogurt,soft cheese,herbs,rolls/buns,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
beef,other vegetables,,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
ice cream,yogurt,oil,,,,,,,,
specialty bar,whole milk,cling film/bags,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
whole milk,tropical fruit,cat food,,,,,,,,
whole milk,yogurt,pastry,,,,,,,,
domestic eggs,shopping bags,,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
chocolate,coffee,,,,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
ice cream,curd,,,,,,,,,
yogurt,whole milk,,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
sausage,tropical fruit,curd,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,soda,hygiene articles,canned beer,,,,,,,
pork,honey,newspapers,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
soda,shopping bags,,,,,,,,,
dessert,root vegetables,,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
whole milk,ice cream,,,,,,,,,
pot plants,yogurt,other vegetables,,,,,,,,
beef,berries,,,,,,,,,
shopping bags,rice,,,,,,,,,
whole milk,bottled water,,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
pot plants,pip fruit,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,margarine,canned vegetables,,,,,,,,
oil,yogurt,,,,,,,,,
whole milk,organic products,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
root vegetables,coffee,,,,,,,,,
grapes,other vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
chicken,beef,,,,,,,,,
root vegetables,whipped/sour cream,frozen potato products,sugar,,,,,,,
tropical fruit,beverages,,,,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
specialty chocolate,citrus fruit,UHT-milk,frozen meals,,,,,,,
newspapers,detergent,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
bottled water,other vegetables,pastry,rolls/buns,domestic eggs,,,,,,
soda,yogurt,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
brown bread,whole milk,,,,,,,,,
beef,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
curd,soda,,,,,,,,,
zwieback,UHT-milk,,,,,,,,,
other vegetables,whole milk,light bulbs,canned beer,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
grapes,curd,,,,,,,,,
root vegetables,pastry,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
candy,frozen meals,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
root vegetables,pastry,soda,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
other vegetables,coffee,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
white bread,frozen fruits,,,,,,,,,
newspapers,margarine,,,,,,,,,
yogurt,berries,,,,,,,,,
dessert,margarine,,,,,,,,,
bottled beer,pastry,,,,,,,,,
root vegetables,flour,female sanitary products,packaged fruit/vegetables,brown bread,rolls/buns,rolls/buns,sauces,,,
onions,pastry,shopping bags,,,,,,,,
photo/film,whole milk,,,,,,,,,
pork,soda,,,,,,,,,
soda,curd,sliced cheese,,,,,,,,
whole milk,frozen meals,,,,,,,,,
detergent,candy,,,,,,,,,
